smiles	score_DTI
COc1ccc2ccc(-c3ccnnc3)nc2c1	0.000010
O=C(CC12CC3CC(CC(C1)C3N=c1cc[nH]c(=O)[nH]1)C2c1cccc(O)c1)C1COCO1	0.243355
N#Cc1cccc2occ(CCC3CCC3)c12	0.003035
CCC(C)c1cc2cc(C3C4CC5CC(C4)CC3C5)ccc2o1	0.526226
CCN(CC)C1CC[C@H]2CC(CC(N)=O)(c3ncncc3C(C)C)C2C1	0.037467
CNS(=O)(=O)c1cc(-c2cnc3c(OC(F)F)cccc3c2)ccc1O	0.000033
CN(C)CC1C[C@H](O)CCC[C@H]1OC1CC1	0.003084
CCNC(=O)c1cc2ccc(CO)cc2cn1	0.000292
C=C(SC1CCCCCC12CCCC2)C1CNCCN1	0.000010
CSC1COCCC1c1cscn1	0.000000
C1CCC(CCCC2CNCCN2)SC1	0.000000
CCC(CC)c1ccccc1CO	0.000001
CNC(=O)NC(=O)Nc1cnc2ccccc2c1	0.000038
O=c1cc(-c2ccc3c(c2)oc2cc(C4CCCO4)ccc23)[nH]c(=O)[nH]1	0.000008
CCS(=O)c1cccc(NC2CCC(O)CC2)c1	0.000000
CCS(=O)(=O)CCc1ccc(NC(C)=O)c(Cl)c1	0.013555
N[C@@H](Cc1cnc(C(=O)OC2CC3CCC2C3)cn1)C(=O)O	0.999211
CC(=O)NC1CCCC(c2cccc3c(OCCO)nccc23)C1CO	0.087805
NC(=O)C(CS(=O)(=O)CCC(N)CO)c1ccncc1	0.010693
c1cc(C2CCOC2)c2nc(C3CCCO3)ccc2c1	0.001731
CCC(C)C(C)C(=O)OC1CCCNCC1	0.000101
NCC(Cc1cnc2ccccc2c1)NC(=O)c1ccccc1	0.000292
CCC1(C(O)CC(CO)(c2cncnc2)C2(c3cnccc3N)C[C@H]3CCCCC32)CC1	0.000046
CCNC(=O)C(Oc1ccc(C2CC2)cc1)C1C2CCC1CC2	0.014260
C[C@H](N)C(Oc1c[nH]c(=O)[nH]c1=N)c1ccccc1N=c1cc[nH]c(=O)[nH]1	0.000191
CCNC(CO)C1CCCC2(CCC(c3ccc(Cl)cc3)C2)C1	0.000059
CNc1cccc(SC(C)(c2ccccc2S(N)(=O)=O)C2CCOCC2)c1	0.000170
CN(C)C(=O)NC1CNCC(CC(O)CO)N1	0.045944
C=CNC1(C2CCCC(O)C2)CCCCC12CCCC2CS(C)(=O)=O	0.000277
c1cc(-c2ccc(C3CCCO3)cc2)ccn1	0.000211
NCCOC1(C2CC2)COCCO1	0.475911
CN(Cc1ccccc1Br)C(CCC(=O)O)c1ccccc1	0.000000
CNc1ccccc1C1CNC(C)(C2CC2C(C)c2ccc(C)s2)CN1	0.000139
Cc1occc1C1CC1NC1CC2CCCC(C3CCC3)[C@H]21	0.000096
CCc1cc2nc(OCCN)cnc2cc1-c1ccnnc1	0.000006
CC(=Cc1ccnc2ccccc12)c1cc(C(=O)OC2CC2)c2ccccc2c1	0.000000
N[C@@H](CO)COC(F)(F)C1SCC(CO)S1	0.008190
CCS(=O)(=O)C(C)C1CC2CC1CC2C#N	0.000413
CC(O)C1(N)CCCCC1C(F)(F)F	0.004156
O=c1[nH]ccc(=Nc2cnccc2-c2ccc(-c3cccc(Cl)c3)c(C(F)(F)F)c2)[nH]1	0.000000
NC(c1cccc2ccccc12)C(O)C1CCCCS1	0.003047
OCc1cncc(C2COC(C3CCC3c3cccnn3)CO2)c1	0.000000
NC(=O)C1CCCC(N)CN1	0.000000
COC(=O)C1CCCC(c2cncc(OC)c2)CN1C	0.052012
N#CC1C(O)CC(CCN)CC1(C#N)c1ccccc1Br	0.001747
NC(CO)c1ccc(O)c(C2CCCCC2)c1	0.000113
c1ccc2c(c1)oc1cccc(N3CCNC(C4CCC4)C3)c12	0.000008
CC(=O)OC1CCCC1CS(C)(=O)=O	0.004710
CC(CCCC1CNC1)c1ncncn1	0.000000
CC(CO)c1cccc(-c2ccc(C(C)(C)C)s2)c1-c1cccc(F)c1	0.000000
O=C(O)c1ncc(-c2ccc3nc4ccccn4c3n2)cn1	0.803279
CCNCC(O)C1(N)COCC(C[C@H](O)CO)O1	0.000000
C[C@H](C(=O)O)N(C1COCCO1)C1(c2ccccc2)CC1	0.000000
C[C@@H](CO)OC1(c2ccn[nH]2)CSCS1	0.000001
CN(CC1CNC(c2cccc(C(F)(F)F)c2)CN1OC(N)=O)C(=O)O	0.000001
CCCC(C)C(c1ccccn1)c1ncc(NC(N)=O)cn1	0.000127
C[C@H](CO)Oc1c(O)cc(Cl)cc1OC(F)F	0.001127
CCNC(C(O)CC)C(O)C1(OC(C)=O)CCCCC1	0.000001
NC(=O)c1ccccc1C(CO)C(O)C(O)c1ccccc1Cl	0.000098
CC(=O)OC1(CC2CCC2OC(N)=O)CCC1	0.990828
FC(F)(F)c1ccc(-c2ccc3c(c2)oc2cccc(-c4cccnn4)c23)cc1	0.000009
CNCc1ccccc1C1CCC1c1ccc2nc3ccccn3c2c1	0.925911
Clc1ccccc1-c1c(-c2ncoc2C2CCC2)ccc2cnccc12	0.000003
CCN(CC)C(CO)C1(c2ccncn2)CC(c2cccc(C(F)(F)F)c2)CC2CC[C@@H]21	0.318010
CC1CC(C2=NC3=NC(C(O)[C@@H](C)O)=NC3=N2)C1	0.999735
CNCc1c(OC[C@H](C)N)ccc2ccoc12	0.214067
CCN(CCc1cc(N(C)C(N)=O)cc2oc3ccccc3c12)CC(O)C(N)c1ccccc1	0.006712
CSc1cc2c(-c3ccccc3Cl)cc(C(C)CC(C)c3ccccc3CN)cc2s1	0.001364
CCCC(C)c1occ(C(C)N)c1C=C(N)N1CCCCC1	0.000498
CCC1(C#N)CC1CC(O)C(O)C1C[C@H](O)CC[C@@H](O)C1OC[C@H](N)C(=O)O	0.000001
COc1ccc(C2CCC(N(C(C)=O)C3CCC3)C2)cc1	0.000007
CNS(=O)(=O)c1cncnc1OCCN	0.032293
CNC(CCN(CCO)CCC(N)=O)c1ccc(C(=O)O)cc1C(C)(C)C	0.000008
NC(=O)OC1CC(c2ccncc2)C(c2ccsc2)CC1(O)C1CNC1	0.000000
CC(CCC(N)=O)C(C)c1c(CO)ccc2ccccc12	0.000000
O=S(=O)(Nc1ccsc1)c1cscn1	0.000042
CCC(=O)NC1CCCC2C(C(=O)OC3CC3)CCCC12	0.000027
C[C@@H](N)COc1ccc(Br)cc1Cl	0.000004
Clc1cccc(-c2ccc3nc4cc(-c5ccccn5)ccn4c3c2)c1C1CC1	0.024997
Cc1cc(C2C[C@@H]3CCCC(c4cccc(Cl)c4-c4cccc(Cl)c4)C23)cs1	0.000000
CNCC(O)CC(O)c1ccc(C2CC3CCC2C3)cc1Cl	0.034396
Clc1ccc(CCc2nccs2)cc1	0.000104
C[C@@H](CO)Oc1cocc1O[C@@H]1CCC(C2CSCS2)[C@@H](O)CC1	0.047976
O=C(O)c1ccccc1C1CCNC(C2CCC2)C1	0.000002
CCSC1CNCCN1CC1(NC(N)=O)CCC1	0.000000
CCCC(C)c1cncnc1-c1ccncc1	0.000168
CC1CC(N)CCC1CC1CCC1	0.000000
OCC(O)(c1ccc2ccccc2n1)C1CCNCCC1c1ccnnc1	0.000000
CCC(CO)OCC1CCCCC1C1CC1C	0.000000
O=C(O)c1ccccc1-c1ccc(OC(CO)CO)c(O)c1CCCO	0.000185
c1cc(C2CC3CCC2C3)ncc1C1CNCCN1	0.005414
NCC(C1CCC(C(N)=O)C(C2C3CC4CC(C3)CC2C4)C1)[C@H](N)C(=O)O	0.000100
OCCC(O)c1cc(-c2cnc(-c3cc[nH]n3)o2)ccc1Br	0.000005
C[C@H](CO)NC1CCC[C@H]2CCC12C(=O)O	0.000011
CN(CC1CCCC(O)C1OC(F)(F)c1ccnnc1)C(N)=O	0.999496
CCC(C)C1OCCNC1c1ccc2sc3cccc(C(C)(C)C)c3c2c1	0.000000
CN(C)C(=O)Nc1cc(C(O)(F)F)c(N2CCCCC2)cc1Br	0.000023
NS(=O)(=O)C1CCCCC1N(C(=O)O)c1cscn1	0.000000
CCS(=O)(=O)C(C)c1c(C2COCCO2)ccc2cnccc12	0.690844
CC(OC(C(O)C1COCCO1)C12CCCC[C@H]1CC2)c1ccc2c(c1)sc1ccccc12	0.000000
Fc1ccccc1C1C2CC[C@H]2CCC1N1CCCC1	0.000135
CCC(O)CCC(Oc1cc(O)ccc1Cl)C1COCCO1	0.000000
FC(F)(F)c1cccc(C2(c3ccccc3C3COCCN3)C3CC4CC(C3)CC2C4)c1	0.011678
Cc1cc(OC(=O)[C@H](N)Cc2cnco2)co1	0.000169
N[C@H](CO)CC1COCCC1Nc1ccncc1	0.984527
NCc1ncnc(CC(N)=O)n1	0.001606
CCN(CCO)C(C)C1CCC(N)(C2CCOC2)CC1	0.002107
CCCc1cc(-c2ccc(N)s2)cc2oc3ccccc3c12	0.012537
CCNC(=O)c1ccc(-c2cc(-c3cccnc3)cc3ncccc23)cn1	0.000699
COC(=O)c1c(O)oc2ccc(OCC3(NC(=O)O)CCCCC3)cc12	0.000005
Nc1cc(C2CC[C@@H](O)CC[C@@H]2O)ncc1-c1ccnnc1	0.000000
CCc1ccc2c(CNC)ccc(OC)c2c1	0.002749
CC(CCc1ccccc1O)C1CC1C	0.000000
c1ccc(C2CCC3(c4ccc5occc5c4)CCN2C3)cc1	0.000002
CC(c1cc(C#N)c2nc3ccccn3c2c1)C1CC1	0.014126
CN(Cc1n[nH]cc1-c1ccsc1)C(N)=O	0.009217
CCS(=O)(=O)C(C)OC1CCC(c2cncs2)CC1	0.000088
Clc1ccc(CCC2CC2)c(C2SCC(c3cccs3)S2)c1	0.000001
COc1cccc2oc3ccc(C[C@@H](N)C(=O)O)cc3c12	0.065932
NC(C[C@H](N)C(=O)O)C(O)[C@@H](N)C(=O)Oc1cncc(CCC(=O)O)c1	0.000121
CC1CC1C1COC(S(=O)(=O)N(C)C)CO1	0.000005
OCC(OC1CCCCC1)c1ccccn1	0.000000
CCN(C(=O)C(O)c1cccc2ccccc12)c1occc1C(=O)O	0.000003
CC(C)Cc1ccc(C#N)c(C(=O)O)c1NC(=O)O	0.000005
NCc1ccc(C2CCCCC2)c2ncncc12	0.000000
CC1CC1C12CCCCC1CC(C(O)CCOc1ccccn1)CC2	0.125764
CCC(=O)OC(C1CCCCS1)S(C)(=O)=O	0.010337
C=CN(C1CCCNC1)C1CCCCC12CCCC2	0.003890
CC1CCC1c1ccc2oc3cc(CC(C(N)=O)c4ccc(-c5cc[nH]n5)c(Br)c4)ccc3c2c1	0.000021
CCCC1CCC(OC(N)=O)(C(O)C(C)(CCC)c2ncccn2)CC1	0.000000
NC1CCCC(C2CCNC(c3cccnc3)C2CCO)C1	0.004799
CC(O)(CO)c1cnc(-c2cc(N)ccn2)o1	0.971833
CCCC(C)C1CC(c2cc(=O)[nH]c(=O)[nH]2)CCC12CCC(c1ccc(CCN(C)C(N)=O)o1)C2	0.010638
NC1CCC(Nc2ccccc2)SC1	0.028881
CCN(CC)CCOC1(c2ccccc2Cl)CN2CCCC1C2	0.000000
Clc1ccc2ncncc2c1C1CCCO1	0.002346
CC1CCC1c1ccc(C2CCC2)c2cnc(C(F)F)c(-c3ccnnc3)c12	0.988380
Nc1ccnc(-c2ccccc2-c2cc(-c3csc(Cl)n3)ncn2)c1	0.000000
N[C@@H](Cc1ccnc(C2(C3CC3)CCC(O)CC2)c1)C(=O)O	0.002855
CCc1ccc2c(-c3ccc(CN)c(C(O)CO)c3)cccc2c1	0.000008
Cc1sc(Br)cc1-c1cnc(NCc2ccccc2)nc1	0.000000
c1oc(CC2COCCO2)cc1N1CCOCC1	0.000008
N[C@@H](CO)CC1C2CC3CC(C2)C(CCC(=O)O)C1C3	0.327565
C[C@H](N)COC1CC(C2COCCO2)C1	0.002241
NCC(O)C1N2CCCC1(C1CCC1C(O)C1CCCCC1)CC2	0.000001
NCc1ccc(-c2scc(-c3ccncc3)c2F)cc1	0.000249
Oc1ccccc1-c1ccc(-c2cccc3ccsc23)cn1	0.000025
CCCC(C)C(C)(C(=O)O)c1c(-c2ccc(CC)cc2O)cccc1C1CC1	0.000000
Brc1ccccc1C1CCCC2(CCCC2CC2CCC2)CC1	0.000000
CC1CC2CC1CC2NC(N)=O	0.000000
CCC(=O)NC1CC2CCC(c3cccnc3)C2C1	0.003953
CNCc1c(C(O)(F)F)ccc(Cl)c1-c1ccsc1	0.000023
O=C(Nc1nccc(N2CCC2)n1)Nc1cccs1	0.000115
c1cncc(-c2c(-c3cccs3)cccc2C2CC2)c1	0.000000
CNc1cccc(-c2cc(Cl)c(Br)cc2C2CCOC2)c1	0.002834
CCCCc1cnccc1-c1ncoc1CC	0.982530
CC(OC(=O)C1CSCC(C(C)(C)C)C1)c1cnccn1	0.000072
Oc1ccnc(Cc2ccco2)c1-c1cscc1Br	0.000000
NC(CO)c1cc(Cl)ccc1C1CC(C(=O)O)N1	0.000000
CCNC(=O)CNC1C(c2ccccc2C(O)[C@@H](N)C(=O)O)C1C1CCCCC1	0.000130
NCCC(O)(C1CCC(CO)CC1)C1CC(c2cccs2)CCC1O	0.000042
OCc1cc(-c2ccc(Cl)c(-c3ccncc3)c2)c2nccc(-c3ccncn3)c2c1	0.000001
CN(CC(N)C1(C)C[C@@H]2CCCCC21)c1cnco1	0.000020
N=c1cc(C2(c3cocc3-c3cocn3)CC2c2ccccc2)[nH]c(=O)[nH]1	0.001428
N[C@@H](CO)Cc1cc(C2CCCCC2)c2c(c1)nc1ccccn12	0.454318
CCC(C)c1cccc(C2CC3CCCN2C3)n1	0.000000
Cc1sccc1C(O)c1ccc2ncccc2c1	0.008896
CCNCC(O)(c1ccco1)C(C)C1CC1	0.000000
O[C@@H]1CCC[C@@H](Oc2cccc(NCc3ccccc3)c2)CC1	0.053232
CCC(=O)Oc1nc(Br)oc1OC(N)=O	0.000688
COc1cncc(C(F)(F)F)n1	0.075907
CC(c1ccc2ccccc2c1C(O)(CO)CO)S(=O)(=O)C1CCCC2(CCCC2)C1	0.000251
CNc1ccc(C23CCCN(CC2)C3N2CCNCC2)cc1	0.000020
CC(NC1CCCCC1N)c1cccc2ccncc12	0.008847
O=C(CCC(c1cnccn1)S(=O)(=O)c1ccncc1)Nc1cc(=O)[nH]c(=O)[nH]1	0.842722
CN(C)CC1(CC2CCC2)CCC2CCCC21	0.000000
CCC1(CNC(=O)c2ccc(C(C)Cc3ccco3)c(C(=O)O)c2)CC1	0.000000
CCC(=O)Oc1cc(C2(NS(N)(=O)=O)CCCC2)cc(CCN)n1	0.000002
FC(F)(F)c1cccc2nccc(-c3ccccn3)c12	0.015005
CC(CN)C1NCCNC1c1ccccc1C(=O)O	0.000031
N#Cc1cnccc1Nc1ccccc1	0.007900
CCS(=O)(=O)C(C)c1cnc2ccc(-c3ccc(C)s3)cc2c1	0.017318
CS(=O)C1(c2cccnc2-c2cccnc2)CSCS1	0.185834
C[C@H](N)COc1cccc(NC(=O)N(C)C)c1	0.000038
C[C@H](N)COc1ncc(C#N)cn1	0.002803
NCCC1CCCCC2(CCC(c3cccc(C4CCCC4)c3)C2)C1	0.000047
Clc1ccc(C2(c3ncco3)CCCN2)cc1	0.000020
Cc1sccc1C1C2CC3CC1CC(C(C)CNC14CCCC(CC1)C4)(C3)C2	0.001199
Clc1ncc(-c2ncsc2C2CCC2)o1	0.000001
CNc1cc(-c2ccccc2O)ccc1-c1ccc2c(c1)sc1ccccc12	0.053430
OC(CCNc1cnccn1)CNC1CCCNC1	0.000017
COc1ccccc1C1OC(C2CCC2C)C(CCN)OC1c1cccnc1	0.090398
CCC(C)C1CC1C1(O)CCCCC1OCC(O)CO	0.000108
CCSC1CC2CC1CC2OC1CCC(OCC(O)CO)CC1	0.003040
CNCC1(C(C)(O)CO)CCC1	0.826993
NC1CCCC(C(NS(N)(=O)=O)[C@@H](O)CO)C1c1ccccn1	0.000180
CCC1(c2cc(-c3cccc(C(F)(F)F)c3)c(OC(N)=O)c3cncnc23)CC1	0.000024
O=C(OC1CC1)c1cccc(-c2cc(C(F)(F)F)ccc2Cl)c1	0.147092
Oc1cc(-c2ccc3c(c2)nc2ccccn23)ccn1	0.068989
NS(=O)(=O)NS(=O)(=O)OCC(O)C1CCCCC1	0.000000
c1ccc(C2CC(C3SCCS3)C2)nc1	0.000017
CCc1ccc(NS(N)(=O)=O)c(Br)c1	0.000009
CC=C(C)c1ccc(OCC2CCCCC2N)o1	0.000168
CN(CCN)C12CC3CC(C1)CC(C1(CO)CCCCC1)(C3)C2	0.995781
C[C@H](CO)N(c1ccc(C(F)(F)F)cc1)c1ccco1	0.004981
CC(C(=O)O)C1CCCCC12CCC(c1cccnn1)C2	0.000025
Cc1ccc2c(c1)sc1ccc(C(N)=O)cc12	0.000004
CCSC1CCN2CC(c3ccccc3Br)C1C2	0.000001
CC(c1cc(-c2cccc(C3CC3)c2)c2ccsc2c1)c1cc(=O)[nH]c(=O)[nH]1	0.000004
COC(CC(CN(C)C(=O)O)CC1(c2ccccc2)CC1)CC1CC1C	0.000000
OCC(O)C(O)C1CCCC2(CCC(c3ccc(Br)cc3)C2)CC1	0.000034
c1coc(C2CC(C3CCCCCN3)C2)c1	0.000708
NCC(O)c1cc2ccccc2nc1C[C@@H](N)CO	0.000152
c1ccc(-c2ccc(-c3cnccn3)c3c2sc2cccc(-c4ccoc4)c23)cc1	0.000000
C[C@@H](O)C(O)(c1ccsc1)C1(N)CCCCC1C#N	0.000010
NC(=O)Nc1ccc(Cl)c(Br)c1	0.000292
Brc1cc(C2CCCC2)cc2cccnc12	0.000075
CCC(C)(c1cc(=O)[nH]c(=O)[nH]1)c1cccc2ccc(NS(N)(=O)=O)cc12	0.000000
NC(=O)Cc1cncc(C(N)=O)c1	0.000000
CCc1nccnc1NS(=O)(=O)CCC(=O)O	0.157343
CCC1(C2CC3CC2C(C(C)S(=O)(=O)C(C)NS(N)(=O)=O)C3)CC1	0.000001
C[C@H](NC1CC(N(C)C(=O)C2CCCNC2)C2CCC1C2)C(=O)O	0.000010
CCN(CCO)CCC(C1CCCOC1C(=O)NC)[C@@H](O)CO	0.000000
N#Cc1ccc2ncc(OC(=O)[C@@H](N)COC(N)=O)cc2c1	0.015064
C[C@H](O)C(O)(c1ccoc1)C(C)(C)C	0.001429
O=c1[nH]c(-c2cccs2)cc(=NC2CCCCN2)[nH]1	0.000000
NC1C2CC3CC(C2)C(OC(F)F)C1(N)C3	0.989649
NS(=O)(=O)C1CC2CCCC1C2C1COCCO1	0.001029
CNC(=O)C1CC(CO)C[C@@H]2C(c3cocn3)CC12	0.006684
FC(F)(F)OC1C2CC3CC1C(c1ccsc1)C(c1cccc(C(F)(F)F)c1)(C3)C2	0.625381
NCCC1(c2ccc(C(O)CO)c(C(N)=O)c2)CCCC(N)C1	0.000001
Cc1ccc2cc(C#N)cc(O)c2c1	0.000024
Cc1sc(C(O)[C@@H](C)O)cc1-c1nccnc1C#N	0.999896
CCS(=O)(=O)CCc1cc(C(=O)O)c(OC)cc1NC(C)=O	0.000467
NCCO[C@H]1CCC(c2cccc3c2nc2c(C(F)F)cccn23)[C@H](O)CC1	0.001774
Cc1c(NCCO)ccc2nc(-c3cc(O)ccc3C#N)cnc12	0.999022
CCOC1CCCCC1Nc1cnccn1	0.000497
Cc1oc(C2C[C@H](O)C(O)C[C@@H](O)C2NC(=O)O)cc1C(O)[C@H](N)C(=O)O	0.002309
CC(N)C1C(c2ncco2)[C@H](O)CC[C@@H](O)C1c1ccccc1Br	0.000000
CNc1c(-c2ccc(C(=O)O)cc2-c2ccccc2C(F)(F)F)cc(F)cc1C(O)[C@@H](N)C(=O)O	0.000000
CC1CC1c1ncccc1-c1cccs1	0.022164
CSc1csc2ccc(C3CNCC(C4CCC(OC[C@@H](C)O)O4)O3)cc12	0.000029
CC(C(=O)O)c1ccc(CC(=O)O)c2nc3ccc(OC[C@@H](C)N)nc3n12	0.283845
CCC(=O)Nc1cncc(C(F)(F)F)c1	0.000000
Oc1ccccc1C1(OC23CCCC[C@@H]2CC3)CCCCC1	0.235920
NCC(O)c1ccc2nc3ccccc3n2c1-c1ccc2oc3ccccc3c2c1	0.039473
CCS(=O)(=O)CCc1ccc(CNc2cccc3nccnc23)cc1	0.003791
N[C@@H](CO)CC1CCC2CCCC21O	0.087872
NC(CC(O)c1cccnc1)C1CCCC1	0.000045
CN(C(N)=O)C(CNc1ccncn1)C(=O)O	0.014191
CN(c1ccccc1)c1nc2ccccc2cc1-c1cccc(COc2cccc(-c3ncccn3)c2)c1	0.000000
NC(=O)Oc1cccc(O)c1C1C(c2ccc3c(c2)nc2ccccn23)CNC1C(O)(CO)CO	0.006269
C[C@H](N)C(O)(C1=NC2=NC=NC2=N1)C1CCCO1	0.999980
NC(=O)Cc1cnccc1C(F)(F)F	0.000008
CCOC(C)C1CC2CCCC2C1c1ncco1	0.001681
NCC[C@H](N)C(=O)OC1CCC(NC(=O)O)C1	0.000137
CC(=O)Cc1nc(-c2ccoc2C)ccc1C(N)c1ccccc1	0.001260
CC1CC(N[C@H](COc2cnccn2)C(=O)O)C1c1cccnc1	0.000307
N[C@H](COC1COCC1OCC1CCCCC1)C(=O)O	0.065484
CC1CC1(c1ccc(-c2ccn[nH]2)c(Cl)c1)C1CC2CCCC1C2	0.007353
CN(C)C(=O)Nc1cccc2cc(OC(N)=O)ccc12	0.004087
COc1cc(OCC(C)O)ccc1OCC(O)CO	0.004175
CCC(O)C1C2CC3CC(C2)C(C#N)C1C3	0.000015
CCS(=O)(=O)CCc1ccc(O)c(C(CN)[C@@H](N)C(=O)O)c1CN	0.016647
CC1(C(C)(CCC(=O)O)c2cnco2)CC1	0.000000
C1CCCC2(CC1)CCC(C1CC1C1CC[C@H]3CCC3C1)C2	0.972963
Cc1ccc(C2CCC3CC(C(C)C(=O)O)[C@@H]3C2)o1	0.000026
CCC(C)c1cc(C23CC4CC(C2)C(CNc2ccccc2)C(C4)C3)ccc1NC	0.401021
c1cc(C2CCC2C2CCC2)n[nH]1	0.000000
NC(=O)CCC1COC(c2cc(O)ccn2)(C(O)(F)F)CC1N=c1cc[nH]c(=O)[nH]1	0.000296
N[C@@H](Cc1cccc2cc(C3COCCO3)ccc12)C(=O)OC(F)F	0.000130
CNC(=O)CCS(=O)C1CC2CCCC(C3C(CO)CCCC3NS(N)(=O)=O)[C@@H]21	0.000038
CC(CO)CC(=O)Nc1nc(C(F)(F)F)c(CCC(=O)O)o1	0.017076
N#Cc1cnccc1-c1cccs1	0.693938
NCC(c1nccs1)C(O)(CN)c1cscn1	0.000000
OC1CCCC(OCCC(O)c2ccccc2Br)C1	0.000000
COC(=O)c1ccc2nc3cccc(C45CCC(CC(c6cc(O)ccn6)C4)C5)n3c2n1	0.037348
OCC(O)(c1ccc(C2CC2)cc1)c1ccc2sc3ccccc3c2c1	0.000277
CN(C(=O)C1CNCCN1)C1COCCO1	0.000064
CCSc1ccc(C(C)S(=O)(=O)CC)c2oc3ccccc3c12	0.007838
CCC(C)NS(=O)(=O)c1ccc(NC(N)=O)c(OC)c1	0.000000
c1cnnc(C2CCC[C@@H]3CC(c4cn[nH]c4)C23)c1	0.000000
OCCOc1ccc(-c2cnc3c(nc4ccccn43)c2-c2ccccn2)c2nc3cc(F)ccn3c12	0.928517
O=C(CCC1CCCC1)C1C2CC3CC(C2)CC1C3	0.025244
CS(=O)(=O)CC1OCC(CCN)O1	0.000000
CCC1(c2ccccn2)CC2CC1CC2c1ccn[nH]1	0.999193
CCC(CC1CCC2(c3cn[nH]c3)CCN1C2)c1cccnc1	0.000001
CCN(CC)C(CO)c1cnccc1C1C2CCCC1CC2	0.000058
NC(CO)(c1ccc2cccnc2c1)c1ccncn1	0.033822
c1ccc(NC2CCCNC2C2CCCOC2C2CCCC2)cc1	0.000116
C=Cc1ncc(C23CCC(c4cccc(Br)c4)C[C@@H]2CC3)c2ccccc12	0.902124
OCC1CNCC(C2CCCSC2)C1	0.000000
N#Cc1cccc2oc3c(-c4ccc(-c5coc6ccccc56)s4)cccc3c12	0.002206
CS(=O)(=O)C(c1cccn2c1nc1cc(CNC(=O)NCC(=O)O)cnc12)C(F)F	0.448103
CCS(=O)(=O)CCC1(Oc2cc(N)ccn2)CCCCC1	0.599956
CNC(=O)OC1CCC2(CCCC2)CC1	0.000091
CCN(CC)c1c(Cl)cccc1-c1cnc2ccccc2c1	0.391142
N#Cc1ccc(C2CC2OC(=O)Cc2cccc(C(F)(F)F)c2)c(-c2ccccc2)c1	0.000000
CS(=O)(=O)CC1(c2ccccn2)COCCO1	0.000380
OCCC(O)C(O)(c1cccc2ncncc12)C1(c2ccccc2)CC1	0.008640
CN(C(N)=O)c1ncncc1-c1ccncc1-c1ccccn1	0.000072
CC(OC(=O)c1ccc2c(c1)oc1c(-c3cccc(Br)c3O)cccc12)C(N)c1ccccc1	0.000000
CCSc1cnc(C2C(CC)C2OC)cn1	0.000173
NCC(O)(CNc1ccccc1)C1CC2CCCC1(c1ccccc1)C2	0.974456
NS(=O)(=O)NC1CC(c2cccc(-c3ncncn3)n2)CCN1	0.855051
CCC(CCC1C(C)C1c1ccncc1)OC(C)=O	0.003665
CC(CC1CC1)C(=O)Oc1cnccc1C1CNCCN1	0.046138
CSc1ccsc1OCC(O)COS(N)(=O)=O	0.000263
CC[C@H](CO)OCC1CC1c1ncncn1	0.624516
CNc1ccc(CN)cc1C1OC(c2cccnn2)CCC1c1cccnc1	0.018452
NCc1cccc(-c2ccc(Cl)c3oc4ccccc4c23)c1	0.028300
c1ccc(C2(c3occc3C3CCC[C@@H]4CCC34)CC2)cc1	0.000005
NCCC(O)(CNc1cnc2ccccc2n1)C1CCC2CC[C@H]2C1	0.000003
COCCN(c1cccs1)C(C)C1(N)CCCCC1Cc1ccco1	0.000001
NCc1ccccc1-c1cccc(C(F)(F)F)c1-c1ncncn1	0.000024
CCOCC(O)c1nccnc1-c1ncccc1C1CC1C	0.061290
FC(F)(F)c1cc(C2CCCC2)c2sccc2c1	0.000000
OC(C1CCC1)[C@H](O)CC1CCCCO1	0.000002
CNc1cccc(OC(=O)N(C)C)n1	0.379248
OCC1CCC(C2CNCCN2)C(c2ccsc2)C1C1SCCS1	0.000010
CCNC(=O)COc1ncccc1-c1cccnc1C#N	0.920708
CCCC(C)c1nccnc1CNC(N)=O	0.000000
NCC(O)C1COC(c2cccc(C(F)(F)F)c2)O1	0.000608
c1cncc(COC2COCO2)c1	0.000000
NS(=O)(=O)NC1CCCC2CC(C3COCCO3)[C@H]21	0.037027
Cc1cc(-c2cc(C(O)CN)nnc2-c2ccc3cncnc3c2)cs1	0.001018
N[C@H](CO)CC(Oc1ccsc1)C(O)CO	0.000000
O=C(O)CC1CC[C@H](O)CC(c2cn[nH]c2)[C@H]1O	0.000000
NC(=O)NC1CCC(OC2CCC2)(C2CC2)CC1	0.000003
OCC(O)C1C(C2COCCO2)CCC2CC[C@H]21	0.000000
Oc1cccc2cc(OCc3cncs3)ncc12	0.030460
CC(N)c1cccc(C(F)(F)F)c1Cl	0.305890
CCS(=O)(=O)C(C)c1cc(SC2CCC3CCCCC3C2)c2cnccc2c1	0.000005
O=C(O)CNC(CO)C1CCCC(c2cccc3cncnc23)O1	0.000269
CCC(CC)c1cccc(OCC2CC3CCC2C3)c1	0.000188
CCC1CCN1C(=O)O	0.000012
CN(C(=O)C1(c2ccncn2)CNCCN1)c1cccc(C2CC2)c1	0.000010
COC(=O)c1ccc(-c2ccc(Br)cc2OC(F)F)nc1	0.000016
CCS(=O)(=O)CCNC(C)CC(=O)NCC1=NC2=NC=NC2=N1	0.006331
CCN(CCO)C(C)c1ccc2nc(C3CC3C(C)O)ccc2c1	0.916426
CCN(c1ccccn1)C(CCNC)c1cocn1	0.000000
