smiles	score
CCOC(CN)C1CN2CCC(c3cccc(S(=O)(=O)N(C)C)n3)C1C2	0.507820
CNCC1CCNC(C(CO)Nc2cccc(C3CC3)c2)C1	0.388225
NCc1ccccc1C1(OC[C@H](N)C(=O)O)C(N)CCCC1C1CCOC1	0.441640
CCN(CC)C1(CN(C)C(=O)O)CC2CCC(N[C@@H](CCN)C(=O)O)(C2)C1	0.450523
CC(=O)NC1OCCOC1C(C)S(=O)(=O)CCCC(C)C	0.398174
CCC1CC[C@@H](O)CC(c2[nH]c(=O)[nH]c(=O)c2C[C@@H](O)CO)[C@@H]1O	0.364153
CN(C)c1cc(F)c2nc3ccccn3c2n1	0.399624
Nc1ccc(CC2CC3CC(c4cnccc4O)C2C3)s1	0.675678
CC(C(=O)O)C(O)(c1cnccc1C(F)F)C(O)CO	0.551348
N[C@H](CC1CC(c2cccnc2C2=NC3=NC=NC3=N2)C1)C(=O)O	0.706082
CC(N)(C1=NC2=NC(C(F)F)=NC2=N1)c1ccsc1	0.798294
CC(CN)(C1CCCOC1)C1COCCO1	0.445980
N#CC1(C(F)F)CCCC(C(O)(c2cscn2)C(F)(F)F)C1	0.297109
C[C@H](CO)Nc1nccnc1C(F)(F)F	0.233824
CC(c1cc(-c2cc(=O)[nH]c(=O)[nH]2)c2nccnc2c1)C1CC1c1cccc(Br)c1	0.422729
NC1(C2CCC2C2CCCC3CC[C@H]32)CCCCC1	0.266439
COc1ccc(CN(C)C(=O)O)cc1C1=NC2=NC(CC(C)C)=NC2=N1	0.643391
N#CC1C2CCCN(C2)C1C(N)C(N)C1CC2CCC1C2	0.533097
CNS(=O)(=O)c1ccc2cncc(-c3cc(S(C)=O)ccc3O)c2c1	0.686483
Cc1cc(-c2c[nH]c(=O)[nH]c2=N)ccn1	0.380276
CC(C)(CC1CCC2(C3(C)CC3)CCC1C2)c1cc2ccccc2cn1	0.258392
CCN(CC(C1CC1)S(=O)(=O)CC)C(C)c1ccn2c(c1)nc1cccnc12	0.601508
N[C@H](Cc1c(-c2ccn[nH]2)ccc2oc3ccccc3c12)C(=O)O	0.602660
CC(N)C1=NC2=NC(OC(=O)C3CSCS3)=NC2=N1	0.484384
Fc1ccccc1-c1ccncc1-c1ccc(Br)cc1	0.467538
CN(C)CCOC(=O)c1ncc(C2=NC3=NC=NC3=N2)s1	0.572169
CCC(CC1CC1C)c1cccc2c(=O)c3cccc(S(=O)(=O)NC)c3c(=O)oc12	0.456338
N=c1cc(-c2cnc(-c3scnc3-c3ccccc3O)c(C3=NC4=NC=NC4=N3)c2)[nH]c(=O)[nH]1	0.727156
CCC1C2CCCC1C(C(N)COC1=NC3=NC=NC3=N1)C2	0.717915
CNC(=O)Nc1ccoc1C(N)C(N)C1CCCSC1	0.439176
CCOC(C)(CN)c1cncc(C2=NC3=NC=NC3=N2)n1	0.723296
CC(=O)N(C1(C2CC2)NCCOC1c1ccncn1)S(N)(=O)=O	0.360568
CN(C)C(=O)NC1CCC2CC(N[C@H](C(=O)O)C(O)C(F)F)CC21	0.601381
CCC1CC1c1cnc2cccc(S(=O)(=O)N(C)C)c2n1	0.552162
CNC(=O)NC1CC[C@H]2CCC2(N(C)C(=O)NS(=O)(=O)OC)C1	0.407669
CC(=O)Oc1ncsc1C#N	0.275287
CCN(CC)C(CO)C(N)(CC)C1CCC(N)(C2(CO)CCCCC2)CC1	0.270109
CC(O)C(O)C1(N)CCC(C23CCCC[C@H]2CC3)C1	0.225887
CCC(C)N(CC)c1ocnc1C1=NC2=NC(C(O)(CO)CO)=NC2=N1	0.401348
CN(C)CC1CCCC12CCCCC(C#N)C2	0.364133
O=C(c1ccccc1F)c1cccc2nc3ccccn3c12	0.491890
c1cc(C2CNCC(C3CCN3)N2)cs1	0.268610
CC(CCO)S(=O)(=O)C(CC1=NC2=NC=NC2=N1)c1cc(=O)[nH]c(=O)[nH]1	0.396572
Cc1ccc(C2SCCS2)c2c(=O)c3ccccc3oc(=O)c12	0.378694
CCSC1(C(F)(F)F)OCCO1	0.259097
CC(CO)OC1(C2=NC3=NC=NC3=N2)CNC(c2ccnc3ccccc23)CN1	0.634494
O=C(NC(C1CNCCC1N[C@H](CO)C(=O)O)C(F)(F)F)c1cnco1	0.415600
OCC(O)COC1CC2CCC(c3cccnn3)C1C2	0.458534
CNCC(O)c1cnc2cc(-c3ccc4nc5ccccn5c4n3)cc(C(O)C(O)CO)c2c1	0.418071
COC(=O)c1ccc(Cl)cc1F	0.327921
O=C(O)C1CCCCC1C1=NC2=NC=NC2=N1	0.582461
CCC1CC1c1ccc2nc3c(C(C)O)cccc3n2c1	0.509947
C[C@@H](O)COC1CC(c2cnccn2)CC1c1ccccc1	0.488108
NCC(C1CC(c2ccncc2-c2nccs2)CCO1)[C@H](N)C(=O)O	0.485469
CNC(=O)NCC(C)CC1=NC2=NC=NC2=N1	0.602436
CS(=O)(=O)CC1(c2cccnn2)CC2CCC1(C(c1ccn[nH]1)[C@@H](O)CO)C2	0.467812
CC(C)C(CS(C)(=O)=O)c1cnc(OC(F)F)cn1	0.318948
OCC1CC2CC[C@H]2C(C2=NC3=NC=NC3=N2)C1	0.826400
NC(C[C@@H](N)C(=O)O)C1(OC(CO)CO)CCCC12CCCCC2	0.322392
C1CCC2(CC1)CCCC2C1CC(C2CSCS2)C1	0.347269
NC(=O)c1c(-c2cccc3c2nc2ccccn23)ccc2c1nc1cccc(OCC(O)CO)n12	0.468515
NCC(c1cccc2c1sc1ccccc12)C1C2CC3CC(C2)CC1C3	0.541189
CCCc1cnc(C2CC(C#N)CC(CO)C2)o1	0.510003
CC(CO)C(C)(NC(=O)CN(C)C(N)=O)c1cccc2nc3cccnc3n12	0.518719
C[C@H](Nc1ncc(-c2cocn2)c(C(F)(F)F)n1)C(=O)O	0.400358
C[C@H](O)C(O)c1c(-c2cnco2)[nH]c(=O)[nH]c1=O	0.364513
CNCC1CCCC(O[C@H]2CCC[C@H](O)CC2)C1	0.449503
N#CC1CCC(C2C3CC4CC(C3)CC2C4)C1	0.557014
CN(C)S(=O)(=O)C1(c2ccc(Oc3cccc(C(F)(F)F)c3)c(C3CCC[C@H]4CCC34)c2)COCCO1	0.278577
CCc1ccc(C(=O)O)c(C2(c3ccccc3F)CCOC2)c1	0.511885
N[C@@H](CCNC12CCCC1CC(C1COCCO1)C2)C(=O)O	0.425569
CN(CCS(C)(=O)=O)C(=O)NC1CC2CCN(C2)C1	0.376617
CSC1(F)OCC(C2(C3(C)CCC3)CCC(N)CC2)O1	0.322953
CCS(=O)(=O)C(C)c1cccnc1-c1cc(F)ccc1-c1ccccn1	0.305064
OCC(O)(C1OCCO1)C12CC3CC(CC(C3)C1)C2	0.440547
CNc1ccc(-c2cc(C3(OC)CCC3C)c3nc4ccccn4c3c2)cc1	0.471344
OCC(CO)c1ccc2nc3cccc(-c4cnccn4)n3c2n1	0.378264
OC[C@H](CC1CC1CCc1cccnc1)NC1CSCS1	0.478753
CCC(=O)C1CC(c2cccc3ncccc23)C(c2ccn[nH]2)CC1N	0.548519
C[C@@H](N)COc1c(C2=NC3=NC=NC3=N2)[nH]c(=O)[nH]c1=O	0.640442
CCC(C)c1ccc2ncccc2c1C(N)(CN)C1CCC1	0.631398
CN(C)S(=O)(=O)C1=NC2=NC(C#N)=NC2=N1	0.355538
CCS(=O)(=O)C(C)OC(=O)C1(C2=NC3=NC=NC3=N2)C2CCC1C(CN(C)C(N)=O)C2	0.842829
N#CC1CC(C#N)C(O)C(c2nc(C(O)[C@@H](N)C(=O)O)cs2)C1	0.406695
O=C(OC1=NC2=NC=NC2=N1)c1ccc(Cl)c(-c2cc(=O)[nH]c(=O)[nH]2)c1	0.483903
CCNC(=O)C(O)c1cccn2c1nc1cccc(C34CCN(CC(C(N)CO)C3)C4C(N)=O)c12	0.448174
NC(=O)C(F)(F)c1ncncn1	0.308951
COc1c(-c2cccnc2)cccc1C(O)[C@H](C)O	0.400596
C1=NC2=NC(N3CCC(C4COC(c5cccs5)CO4)CC3)=NC2=N1	0.586819
CCC1C2CC3CC(C2)CC1(C1CCCC2(CCCC2)C1)C3	0.419077
CC(Nc1cccs1)C1=NC2=NC(c3cocn3)=NC2=N1	0.823458
CCNC(=O)c1nc2c(NC(=O)O)cccc2nc1-c1cncs1	0.541526
C[C@H](N)COc1cccc2c(=O)c3cc(NC(=O)O)ccc3c(=O)oc12	0.434487
CC1CCC1c1cnc2c(nc3ccccn32)c1Cc1cccs1	0.503050
CC(N)c1cc(C2COC(C3=NC4=NC=NC4=N3)CO2)c2cccnc2c1	0.822074
CC(OC(CO)c1c(N[C@H](C)C(=O)O)ccc2cncnc12)c1ncncn1	0.428862
C[C@@H](N)C(O)(CO)C1CC2CCC(N(CC[C@H](N)C(=O)O)c3cccc(O)c3)C[C@H]21	0.537858
CN(Cc1cc(O)ccn1)Cc1ccnc2c1nc1ccc(-c3cc(=O)[nH]c(=O)[nH]3)cn12	0.540952
O=C(O)c1c(-c2ccco2)cccc1C1(c2nnccc2C2CC2)COCCO1	0.508879
CC(CO)c1ccnnc1-c1ccn2c(c1)nc1cccnc12	0.500983
CN(C)CC1CCC(c2cccnc2)C(CO)C1C1CC1	0.377611
CN(C)CCCS(=O)(=O)C(C)(c1cnco1)C(Cc1cccs1)N(C)C(=O)O	0.463744
CNC(c1[nH]c(=O)[nH]c(=N)c1O)c1cccn2c1nc1cccnc12	0.580959
OCCC(Oc1cocn1)C1=NC2=NC=NC2=N1	0.433124
CCC(C)C1C(O)C(c2ccoc2C)CCN1c1cc(=O)[nH]c(=O)[nH]1	0.449902
N[C@H](COc1ncc(N=c2cc[nH]c(=O)[nH]2)s1)C(=O)O	0.313893
Oc1cc(-c2cccc3sc4c(-c5ccsc5)cccc4c23)ccc1C1=NC2=NC=NC2=N1	0.719014
NCCC(O)C(N)C1(c2cc3ccccc3s2)CCCC1CCN	0.516056
C[C@H](CO)Nc1nc2c(cc1-c1cnccc1O)nc1ccccn12	0.418122
CCNC(=O)CC(C)CC1=NC2=NC=NC2=N1	0.620792
CCCC1(C2=NC3=NC=NC3=N2)CC1	0.485072
FC(F)C12CC[C@H]1CCC(c1ccccc1Br)C2	0.422596
CCS(=O)(=O)C(C)c1ccnc2c1nc1cc(NC(=O)NC)ccn12	0.607108
CNCc1cc(NC)n2c(c1)nc1c(-c3cncs3)ccnc12	0.656266
CS(=O)(=O)CC1CCC1CC1=NC2=NC=NC2=N1	0.487076
CC(=O)NC12CCC(C1)C(OC(C)=O)C2	0.406762
FC1(F)COCCO1	0.265478
CC1CC(c2ccc3nc(C[C@@H](N)CO)ccc3c2S(=O)Cc2ccncn2)C1	0.474909
NCC(N)C1CC(c2ccccn2)CC(O)C1c1ccccc1C(F)(F)F	0.266728
CC(N)c1scnc1C1=NC2=NC=NC2=N1	0.887704
OCc1ccc2nc3cccnc3n2c1C1CCC(c2ccncc2)O1	0.452988
CCS(=O)(=O)C1CC2(C(N)CO)CCC1C2c1cccs1	0.537433
O=C(O)Nc1cccc2cc(N[C@H](CO)C(=O)O)ccc12	0.411172
C[C@@H](O)C(O)Cc1occc1C1C2CC3CC(C2)CC1(CN(C)C(N)=O)C3	0.357656
CCC=Cc1ccccc1-c1cccs1	0.215800
C[C@@H](N)COc1ccc(CS(C)(=O)=O)c(N(c2ccncc2)C2CCOC2)c1F	0.387178
COc1cc2c(=O)oc3cccc(C(C)O)c3c(=O)c2cc1C#N	0.441698
N#Cc1c(C2CCC2c2cc[nH]n2)cc(C(O)[C@H](N)C(=O)O)c2c1nc1ccccn12	0.639050
CCC(CC1CC(C2CCCC2)CCC1CO)C12CCCN(CC1)C2	0.461415
CCNC(C)C1CCC(CC(N)=O)C(CO)(N(C)C(N)=O)C1	0.463376
CSC1C2CCC1C(c1ccccc1)(c1ccco1)CC2	0.456851
C[C@H](O)C(O)c1cc(C(F)(F)F)c2ccncc2c1	0.457880
CCNC(C)C1NCCNC1C(F)(F)F	0.413376
CC(NC(=O)c1ncco1)c1cccc2nc3ccccc3n12	0.379900
OCC1(C2=NC3=NC=NC3=N2)CCC1c1cccs1	0.580231
CN(C)S(=O)(=O)Oc1cn2c(cc1-c1ccccc1O)nc1cccnc12	0.453262
NCCC(O)(CN)C1C(CO)CC2CCC(C3CCCOC3)C21	0.154381
CC(CO)Oc1cc(C2CC2)cc(C2CC2)c1C1CCCOC1	0.441381
N#CC1CCC(C2CC(NC(N)=O)C2)C2(CCCC2c2cnccc2N)CC1	0.398197
CCCC(Cc1c(-c2cccc(C(=O)O)c2)cnc2c1nc1ccccn12)C(O)C(O)CO	0.357403
CC(N)C1CC[C@H](O)CC(C2CC3CCC(C3)C2)[C@H]1O	0.190091
CC1OCCC1C(N)(C[C@@H](N)C(=O)O)c1ccccc1Br	0.541217
OCC(NCCc1ccccc1Br)c1ccn2c(nc3c(-c4cccnn4)cccc32)c1COc1ccccc1	0.418499
NC1CCCC(CNCC(N)C2(CO)CCCCC2)C1	0.425369
CN(CC1=NC2=NC=NC2=N1)C(=O)NCC(C(N)=O)c1cccnc1	0.644727
NCCOC1(C(N)c2ccccc2)CCCCC1	0.379793
CCN(C(=O)c1cc(F)ccn1)c1cnc2ccccc2c1	0.451708
CN(C)S(=O)(=O)c1coc2cc(CS(C)(=O)=O)cc(C3CCC3)c12	0.395957
NCc1ccc2oc(=O)c3cc(-c4ccc5cccnc5c4)ccc3c(=O)c2c1-c1ccc(O)cc1	0.381524
CCNC(=O)C(N)C1CC(c2ccc3ncccc3c2)N1	0.476426
CNc1ccnc2c(C(O)[C@H](C)O)cccc12	0.414569
C[C@H](N)COc1ncnc(OC(=O)N(C)C)n1	0.413290
CCC(c1cnccn1)C(C)C1=NC2=NC=NC2=N1	0.667526
CS(=O)(=O)CC1CC2CCCN1C2OC(F)F	0.496872
N[C@@H](CO)C(=O)Oc1coc(C(O)(CO)C2=NC3=NC=NC3=N2)n1	0.452387
CC(CNS(=O)(=O)c1cccc(-c2ccccc2C2CC2)c1)C(CN)OCC(O)CO	0.593922
CCCC1(C2CCCCC2N)CCCCC1O	0.280984
CCNC(C)c1cncc(-c2ncccc2CS(C)(=O)=O)c1O	0.392393
NCC([C@@H](N)C(=O)O)C1(NC2COCO2)CCC2CCC1C2	0.462375
CC(O)c1cc(C(O)CN)cc(F)c1C1CC2CCC1C2C#N	0.452308
CCNc1cc(C(C)O)c2c(C3=NC4=NC=NC4=N3)cccc2c1	0.679986
CNC(C(N)c1nc2ccccc2nc1C[C@H](N)C(=O)O)C1CCCCC1O	0.367912
C[C@@H](O)C(O)c1cn2c(cc1C[C@@H](N)C(=O)O)nc1cccnc12	0.411482
NC(=O)OCC(C(=O)O)(c1cccc(Br)c1)C1CNCCN1	0.457388
CNS(=O)(=O)C(c1cccc2c(=O)oc3ccc(OC(N)=O)cc3c(=O)c12)N(C)c1cccc(O)c1	0.550278
CC(O)(CO)c1ocnc1-c1ccccc1OC1CC1Oc1ccncc1	0.418187
CCNC(=O)C1(C2(C)CC2C(C)C2CC2N=c2cc[nH]c(=O)[nH]2)COCCO1	0.493994
CCC1CC1C1CCCC(CN(C)C(=O)O)N1	0.549046
CNC(c1cnco1)C(O)C1=NC2=NC=NC2=N1	0.519453
CSCC(C)(C)C1=NC2=NC=NC2=N1	0.602593
CCOC(=O)C1=NC2=NC(c3cccnc3)=NC2=N1	0.515810
NC(COc1cocn1)C1CC2CCC1C2	0.398217
CNc1ccccc1C1CCC(N)C(C[C@@H](N)CO)C1	0.610736
NC1(C2CCCCC2c2cccnc2)CCCCC1	0.311759
CCC(c1ncco1)C(C(N)=O)C1CCCCC1	0.558569
NCC(O)C1CCC2(C3CCCO3)CC(c3cccnc3)[C@@H]2C1	0.463612
CS(=O)(=O)COCC1CCCC(C#N)C1	0.472675
CC(=O)Cc1cnc2ccc(C(O)(F)F)c(C3CCC3)c2n1	0.553458
C[C@H](N)C(O)C1C2CC3CC(C2)C(c2ncncc2CO)C1C3	0.211742
O=C(Oc1n[nH]cc1-c1ncco1)[C@@H](CO)Nc1ccccc1	0.426374
C[C@@H](O)C(OCCC1CC1)C1=NC2=NC=NC2=N1	0.634821
CCC1CC1C1=NC2=NC(N)=NC2=N1	0.500443
c1ccc(C2(C3CC3)CNCCN2c2cccc3oc4ccccc4c23)cc1	0.412609
CN(C)CC(N)c1ccccc1-c1cccnc1	0.401396
CCN(CC)c1nccnc1OC(=O)N(C)C	0.309530
CCNC(C)c1c(-c2ccccc2)ccc(-c2cccc(CN)c2)c1OC	0.479821
CC(=O)Oc1cc(-c2cccnc2)ccn1	0.303429
CNc1ccc(C2CCC(C3CCC(c4cnccn4)CC(C(F)(F)F)N3)C2)cc1	0.499701
CN(CCCN(CC(O)C1CC2CN1CCC2OCC(O)CO)c1cnccc1N)C(=O)O	0.482300
NC12CC3CC(C1)CC(C(O)(CO)CO)(C3)C2	0.406242
CNS(=O)(=O)c1ccc2nc3c(CC(C)C)c(C)c(O[C@@H](C)CO)cn3c2n1	0.443803
Cc1sccc1CC(=O)OC1=NC2=NC=NC2=N1	0.515788
CCS(=O)(=O)C(C)C(Oc1cnc2ccccc2n1)C(O)CO	0.414185
CC(C)(Cc1c[nH]c(=O)[nH]c1=O)c1cccn2c1nc1ccccc12	0.563763
CCC1(C2CC(Nc3ccccc3)CCC2N)CC1C(C)N	0.593990
CN(C)C(=O)OCC(N)C1CC(c2cc(N)ccn2)CNC1C1CC1	0.544390
CCS(=O)(=O)CCc1ncc(C(O)(F)F)cc1C(O)[C@@H](C)O	0.486718
Cc1cc(O[C@H](COC2=NC3=NC=NC3=N2)Cc2cccc(Br)c2)co1	0.556499
CCOC1C2CC(O)CN(C2)C1c1cn[nH]c1-c1cc(=O)[nH]c(=O)[nH]1	0.535356
FC(F)(F)c1c(C2CCC2)cccc1C(F)(F)C1=NC2=NC=NC2=N1	0.519767
FC(F)(F)C1CCC2C(C3CC3)C[C@H]2C1	0.425204
CS(=O)(=O)CC1(O)CCC2CC(N[C@@H](CO)CC(=O)OC3CC3)C1C2	0.289202
CCC(C)C(O)(C1=NC2=NC=NC2=N1)C(C)(O)c1ccc(C(F)(F)F)c(Cc2cccs2)c1	0.573496
CCC1(C2(C3(CCS(=O)(=O)CC)COCCO3)OCCO2)CC1	0.411208
CCS(=O)(=O)CCN1CCNC(N(CCN)C2=NC3=NC=NC3=N2)C1	0.656855
CC(N)C(F)(F)C1=NC2=NC=NC2=N1	0.499421
CCNC(C)(CS(C)(=O)=O)C1(C2CC2CC)CCCC(CO)C1	0.484214
CCNC(C)C(C)(NCCO)C1C2CC3CC(C2)CC1C3	0.494936
N[C@@H](Cc1cnc(C(=O)OC2CC3CCC2C3)cn1)C(=O)O	0.298978
CC(=O)OC1(CC2CCC2OC(N)=O)CCC1	0.389245
CNCc1ccccc1C1CCC1c1ccc2nc3ccccn3c2c1	0.358800
CC1CC(C2=NC3=NC(C(O)[C@@H](C)O)=NC3=N2)C1	0.456679
CN(CC1CCCC(O)C1OC(F)(F)c1ccnnc1)C(N)=O	0.507717
N[C@H](CO)CC1COCCC1Nc1ccncc1	0.511571
CC(O)(CO)c1cnc(-c2cc(N)ccn2)o1	0.264076
CC1CCC1c1ccc(C2CCC2)c2cnc(C(F)F)c(-c3ccnnc3)c12	0.499548
CCCCc1cnccc1-c1ncoc1CC	0.392447
O=C(CCC(c1cnccn1)S(=O)(=O)c1ccncc1)Nc1cc(=O)[nH]c(=O)[nH]1	0.602578
CN(CCN)C12CC3CC(C1)CC(C1(CO)CCCCC1)(C3)C2	0.298217
NC1C2CC3CC(C2)C(OC(F)F)C1(N)C3	0.557639
Cc1sc(C(O)[C@@H](C)O)cc1-c1nccnc1C#N	0.412723
Cc1c(NCCO)ccc2nc(-c3cc(O)ccc3C#N)cnc12	0.472836
C[C@H](N)C(O)(C1=NC2=NC=NC2=N1)C1CCCO1	0.790714
C1CCCC2(CC1)CCC(C1CC1C1CC[C@H]3CCC3C1)C2	0.214021
OCCOc1ccc(-c2cnc3c(nc4ccccn43)c2-c2ccccn2)c2nc3cc(F)ccn3c12	0.436485
CCC1(c2ccccn2)CC2CC1CC2c1ccn[nH]1	0.347417
C=Cc1ncc(C23CCC(c4cccc(Br)c4)C[C@@H]2CC3)c2ccccc12	0.406939
NCC(O)(CNc1ccccc1)C1CC2CCCC1(c1ccccc1)C2	0.484429
NS(=O)(=O)NC1CC(c2cccc(-c3ncncn3)n2)CCN1	0.528404
CCNC(=O)COc1ncccc1-c1cccnc1C#N	0.442853
CCN(CCO)C(C)c1ccc2nc(C3CC3C(C)O)ccc2c1	0.435659
OCC(O)(C1=NC2=NC=NC2=N1)c1ccc(O)cc1	0.600148
CC(C)c1cc(O)c(C2COCCO2)c(-c2cccc3nc4cc(Nc5ccncc5)cnc4n23)n1	0.577132
C[C@@H](N)C(=O)Oc1c(Oc2ncncn2)[nH]c(=O)[nH]c1=O	0.502896
CCN(CC)c1cc(C(C)C=Cc2cocn2)cc2occc12	0.241380
NCCNC(CN)(c1ccnc2c1nc1ccccn12)C1CC(F)CC2CC[C@H]21	0.510271
COC(=O)C1CC(c2cccs2)C(C(F)(F)F)C(CO)C1CN(C)C(N)=O	0.374125
O=c1cc(-c2c(Cl)cccc2-c2ccc3ccccc3c2)[nH]c(=O)[nH]1	0.361695
CC(=O)Oc1cccc2nc3c(C4CCCC4C#N)ccnc3n12	0.419102
NC(=O)N(c1c[nH]c(=O)[nH]c1=O)c1cc(C[C@@H](N)C(=O)O)c(NC(=O)O)c2nccnc12	0.529701
OC(F)(F)C1C[C@H](Oc2ccccc2)CCC[C@H]1OC1SCCS1	0.438856
Cc1occc1C1CCCN(OC(N)=O)C1c1cc(=O)[nH]c(=O)[nH]1	0.545597
COc1ccc(C2OCC(c3cccc(NC4=NC5=NC=NC5=N4)c3)C2c2ccc(Br)cc2)cc1	0.702211
NCCc1c(C[C@@H](O)CO)ncnc1-c1cc(=O)[nH]c(=O)[nH]1	0.406776
CCC(=Cc1ncccc1OC(C)=O)c1ccccc1	0.447277
CS(=O)(=O)C1CC(C2CCCC2)C2CCC1C2	0.604104
CCC(C)C1(C2CC(CCS(=O)(=O)CC)C(c3ccnnc3)C2)CCC1	0.420038
c1ccc(C2CCC(c3ccnnc3)CCC23CCCC3C2CC[C@H]3CCC3C2)cc1	0.335800
CCS(=O)(=O)CCC1(C(F)F)CCC1c1ccc(CN)cc1	0.413096
O=c1cc(-c2ccc3c(=O)oc4ccc(C(c5ccccn5)[C@@H](O)CO)c(C(F)(F)F)c4c(=O)c3c2)[nH]c(=O)[nH]1	0.608535
CCC(C)C1=NC2=NC(C3(NCC[C@H](N)C(=O)O)CCCCC3C(=O)OC)=NC2=N1	0.627208
CS(=O)(=O)C1COCC(CCO)(c2cnccn2)C1	0.442427
CCS(=O)(=O)C(C)N(C(=O)C1=NC2=NC=NC2=N1)c1ccccc1CN	0.460067
Cc1cc(-c2nc(C(C)SC3=NC4=NC=NC4=N3)co2)cs1	0.649734
N#CC1CC1CCC1CCCCS1	0.451797
CC(CC(=O)O)=C(C)c1ncsc1-c1ccccn1	0.352147
COc1c(C[C@@H](N)CO)cccc1OCC(NCCO)c1cnco1	0.371982
OCC(Oc1cccnc1)C(O)C(F)F	0.406396
NC(c1ccccc1)(c1cnc(-c2cc(=O)[nH]c(=O)[nH]2)o1)C1CCCC1	0.428699
NC(CO)c1coc2cccc(C(F)(F)Oc3ccncn3)c12	0.510137
C[C@H](N)COc1ncc(C[C@@H](O)CO)nc1N=c1cc[nH]c(=O)[nH]1	0.558421
CS(=O)(=O)Cc1c[nH]c(=O)[nH]c1=Nc1ncncc1-c1cccc(-c2c[nH]c(=O)[nH]c2=O)c1O	0.556832
CC1NCCNC1(c1cccnn1)C1CCCC1	0.464634
CCNC1C2CCC(C2)C1(c1cccc(OC)c1)c1cccnc1OC(=O)[C@H](N)CCN	0.454972
NCCC12CC3CC(CC(C3)C1c1ccnnc1)C2CCO	0.470106
Nc1cnc(N(CCC(=O)O)S(N)(=O)=O)o1	0.418346
CC1(c2cc(CC(=O)O)ccc2C2=NC3=NC=NC3=N2)CC1	0.610429
CC(=CCc1ccncc1C(O)[C@@H](C)O)c1cccc2ccoc12	0.378380
OCCOC(COC(CO)C1CCC2CCCCC2C1)C1=NC2=NC=NC2=N1	0.607141
OC[C@H](Cc1cc(C(F)(F)F)ccc1-c1ccnc(-c2ncncn2)c1)Nc1ccncn1	0.462260
O=C(O)C1CC1CCC12CC3CC(CC(C3)C1CO)C2	0.463438
CNC(CO)c1c(C2CCC2C)ncc(-c2cccc(O)c2)c1F	0.572978
CC1CC(C2CCC2)(C2CCC(N)CC2CN(C)C(=O)O)C1	0.476030
CC1CC1OCC1(N)CCCCC1	0.349086
CS(=O)(=O)CC1CC(c2ccc(C(F)(F)F)cc2)CCC12CCCC2	0.321662
CNC(=O)C(O)(c1oc(CO)cc1NC(N)=O)[C@@H](C)N	0.447970
CCS(=O)(=O)C(C)C1(c2ccsc2)CCCCCN1	0.351855
CCS(=O)(=O)C(C)c1ncncc1C(=O)NCCc1cccnc1N[C@H](C)C(=O)O	0.674576
CCNC12CC3CC(C1)C(C1CC(OC)CCC1COCC(C)C)C(C3)C2	0.311451
CSc1cc(-c2ocnc2-c2ccccc2Br)ccn1	0.385385
C1=NC2=NC(C3CCC(c4cccc5ncccc45)C3)=NC2=N1	0.776020
CNCC1CC(N)CC(c2ccc(C(O)(CO)CO)cc2)C1	0.436413
CCS(=O)(=O)C(C)C1CCC1C12CC3CC(C1)C(CN(C)C(=O)O)C(c1cccs1)(C3)C2	0.296720
N=c1[nH]c(=O)[nH]cc1C1CC(C[C@@H](O)CO)CC(c2cnccc2O)C1	0.615866
OCc1cccnc1C12CC3CC(C1)C(Oc1ccccc1)C(C3)C2	0.360357
CCCC1CC[C@@H](O)C(N(CCO)C2=NC3=NC=NC3=N2)C[C@@H]1O	0.438793
CCC(C)(C1CCC(N)CC1CN(C)C(=O)O)C(CN)[C@H](N)C(=O)O	0.503148
NC1CCC(C(N)C(O)C(F)F)CC1c1nccs1	0.513764
OCC(O)(CO)c1ccccc1C1CCC(COC(F)(F)F)CC1	0.430780
NCC[C@@H](NC1CC(c2ccccc2Br)C[C@H]2CCC12)C(=O)O	0.621736
O=C(O)C1(Cc2cccc(Br)c2)CC1(C1=NC2=NC=NC2=N1)C1CC1	0.783232
NC(=O)CC1CCC2C(C(O)[C@H](N)C(=O)O)C[C@H]2C1C1COCC(c2cncs2)N1	0.191156
CNS(=O)(=O)N(c1cncs1)[C@@H](C(=O)O)C(CN)C1CC1	0.427384
CCS(=O)(=O)C(C)CCOC(=O)c1ncnc(-c2ccccc2CN)n1	0.429206
CCN(CCO)C(CCN(C)C(=O)O)(c1cc(O)ccn1)c1cccn2c1nc1cccnc12	0.420993
CC(C)C1CC2CC1CC2c1ccccc1OC1CNCCN1	0.388613
O=c1[nH]c(-c2ccco2)c(CCO)c(=O)[nH]1	0.305622
O=C(O)COC(=O)[C@@H](CO)Nc1ccncc1	0.457084
CCC(=O)OC(F)(F)C1=NC2=NC=NC2=N1	0.528241
N[C@H](COc1cccnc1-c1ccncc1C1COCCO1)C(=O)O	0.513934
CCCc1nccnc1C1CCCCC1CO	0.535850
CC(C)C1(OC(F)F)CCCC1C1CNCCN1	0.473720
CCNC(C)C1COC(c2ccncc2-c2ccccn2)C(C2CC2)O1	0.498143
CNc1nc2c(cc1-c1cc(C3CCC3C)ccn1)nc1ccccn12	0.464584
N[C@@H](CC1(C2CC2)COCCO1)C(=O)O	0.330567
CC(C)CC1NCC(C(C)S(=O)(=O)CCCN(C)C(=O)O)NC1c1cccc(Cl)c1	0.401016
CNS(=O)(=O)c1cccc(C(O)(F)F)c1S(=O)(=O)Nc1cc[nH]n1	0.553627
